CodesAndRegsPermitsID,PermitNumber,Contractor,Description,Category,CategoryName,WorkType,Permittype,Zoning,SquareFeet,PermitFee,ProjectCosts,Address,City,State,ZipCode,CouncilDistrict,IssueDate,Latitude,Longitude
5865,359167,PRUDENTIAL HVAC,,2,Residential,New,HVAC Permit,,0,75,1,4008 WOODGATE LN,LOUISVILLE          ,KY,40220,,4/16/2013 16:00,38.205682,-85.625125
5866,EL927135,WILLIAM THOMPSON  ELECTRIC COMPANY INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,1700,4018 ALTON RD,ST MATTHEWS         ,KY,40207,,12/18/2014 8:21,38.240736,-85.6415619
5867,FP938523,31 W INSULATION COMPANY INC,,2,Residential,Gas,Fireplace Permit,,0,35,850,9100 HASSY WAY,LOUISVILLE          ,KY,40299,,4/21/2015 11:16,38.113171,-85.463275
5868,SI932414,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,,0,50,10300,10488 SHELBYVILLE RD,BLUE RIDGE MANOR    ,KY,40223,,2/12/2015 14:42,38.2452838,-85.5622304
5869,354962,FOUR SEASONS HVAC,,2,Residential,New,HVAC Permit,,0,75,1500,17001 ASH HILL DR,LOUISVILLE          ,KY,40245,,3/4/2013 9:18,38.233736,-85.441478
5870,13BL5893,DERBY CITY QUALITY HOMES INC,,2,Residential,New,Building Permit,,2696,1000,150000,6519 KEELING PARK DR,LOUISVILLE          ,KY,40291,,11/7/2013 10:10,38.157425,-85.58393
5871,13BL5893,DERBY CITY QUALITY HOMES INC,,2,Residential,New,Building Permit,,2696,202,150000,6519 KEELING PARK DR,LOUISVILLE          ,KY,40291,,11/7/2013 10:10,38.157425,-85.58393
5872,EL938920,L N F ELECTRIC,,2,Residential,New,Electrical Permit,,0,160,8000,9100 HASSY WAY,LOUISVILLE          ,KY,40299,,4/24/2015 8:01,38.113171,-85.463275
5873,360529,AB INC DBA HCL,,2,Residential,"LT 3000 SqFt, LT 35 Ft Height",Wrecking Permit,,1910,60,7640,2608 S 4TH ST,LOUISVILLE          ,KY,40208,,6/12/2013 15:48,38.2113,-85.764954
5874,BL934448,M C ASSOCIATES LLC,,2,Residential,Addition,Building Permit,,3800,285,50000,4008 GLENVIEW AVE,GLENVIEW            ,KY,40025,,3/26/2015 13:56,38.304193,-85.650537
5875,BL934455,M C ASSOCIATES LLC,,2,Residential,Foundation,Building Permit,,0,50,50000,4008 GLENVIEW AVE,GLENVIEW            ,KY,40025,,3/26/2015 13:56,38.304193,-85.650537
5876,14BL4143,BRIGHT BUILT HOMES INC,,5,Other,Change of Use,Building Permit,,1306,50,11000,7768 ASHTON PARK CIR,LOUISVILLE          ,KY,40228,,8/20/2014 10:08,38.1676023,-85.5392667
5877,13HV8910,FOUR SEASONS HVAC,,2,Residential,Replacement,HVAC Permit,,0,75,1400,4511 FLUSHING WAY,LOUISVILLE          ,KY,40272,,12/31/2013 9:29,38.099651,-85.847329
5878,14EL3488,SCHELL ELECTRIC COMPANY INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,1500,2360 VALLETTA LN,LOUISVILLE          ,KY,40205,,3/24/2014 14:41,38.2301,-85.680453
5879,14EL3488,SCHELL ELECTRIC COMPANY INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,35,1500,2360 VALLETTA LN,LOUISVILLE          ,KY,40205,,3/24/2014 14:41,38.2301,-85.680453
5880,361946,CHAPMAN ENGINEERING CORP,,2,Residential,New,HVAC Permit,,0,75,3500,4108 SANFORD AVE,LOUISVILLE          ,KY,40218,,5/14/2013 8:25,38.181585,-85.646742
5881,13BL1480,CHRIS CAREY BUILDERS INC,,2,Residential,New,Building Permit,,3715,278,250000,7105 GRAF SPRINGS DR,LOUISVILLE          ,KY,40241,,7/12/2013 10:46,38.307434,-85.620773
5882,FS930336,DALMATIAN FIRE INC,,1,Commercial,Single System Repair,Fire Suppression Permit,,0,50,23000,1900 S FLOYD ST,LOUISVILLE          ,KY,40208,,1/29/2015 11:19,38.219586,-85.754728
5883,EL937796,M & S ELECTRICAL SOLUTIONS LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,1,7501 ARNOLDTOWN RD,LOUISVILLE          ,KY,40214,,4/14/2015 10:47,38.140496,-85.820457
5884,EL937796,M & S ELECTRICAL SOLUTIONS LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,35,1,7501 ARNOLDTOWN RD,LOUISVILLE          ,KY,40214,,4/14/2015 10:47,38.140496,-85.820457
5885,BL919179,WHITTENBERG CONSTRUCTION CO,,3,Multi-Family,Foundation,Building Permit,,81522,100,1100000,1900 S FLOYD ST,LOUISVILLE          ,KY,40208,,3/18/2015 13:18,38.219586,-85.754728
5886,14BL2988,COMMONWEALTH DESIGNS,,2,Residential,New,Building Permit,,1907,1000,205000,2206 SOMERSLY PL,LOUISVILLE          ,KY,40245,,6/6/2014 11:41,38.26421784,-85.42864801
5887,14BL2988,COMMONWEALTH DESIGNS,,2,Residential,New,Building Permit,,1907,143,205000,2206 SOMERSLY PL,LOUISVILLE          ,KY,40245,,6/6/2014 11:41,38.26421784,-85.42864801
5888,14BL1153,"PULTE HOMES,LLC",,2,Residential,New,Building Permit,,3096,232,234221,13207 CAIN LN,LOUISVILLE          ,KY,40245,,1/29/2014 10:28,38.293521,-85.512518
5889,354180,FUTCH HEATING AC,,3,Multi-Family,New,HVAC Permit,,0,75,700,3710 E WHEATMORE DR,LOUISVILLE          ,KY,40215,,2/18/2013 9:28,38.1918022,-85.7972518
5890,119956,HUBER ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,40,450,2528 BROADMEADE RD,SENECA GARDENS      ,KY,40205,,6/26/2006 9:15,38.2256819,-85.6795498
5891,BL918651,"LOUISVILLE HANDYMAN, INC.",,2,Residential,Renovation - Alter - Repair,Building Permit,,1500,112,38000,6707 JOHN HANCOCK PL,PROSPECT            ,KY,40059,,10/7/2014 14:13,38.345287,-85.597818
5892,67433,ALVEY ELECTRIC PLUS INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,40,1500,3202 W BROADWAY ,LOUISVILLE          ,KY,40211,,5/31/2005 14:46,38.249401,-85.805993
5893,354702,GLENN MILLER ELECTRIC COMPANY,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,200,3309 DUMESNIL ST,LOUISVILLE          ,KY,40211,,2/22/2013 13:58,38.237917,-85.809428
5894,53646,James W NEWMAN SR ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,30,1800,6601 ELMWOOD ST,LOUISVILLE          ,KY,40216,,2/7/2005 10:13,38.190483,-85.874341
5895,53646,James W NEWMAN SR ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,40,1800,6601 ELMWOOD ST,LOUISVILLE          ,KY,40216,,2/7/2005 10:13,38.190483,-85.874341
5896,345690,OEFFINGER CRONE HEAT COOL INC,,2,Residential,New,HVAC Permit,,0,75,6500,4009 MELDA LN,LOUISVILLE          ,KY,40219,,3/4/2013 9:18,38.165431,-85.686577
5897,353487,ALBERT E FIORINI,,1,Commercial,New,HVAC Permit,,0,150,6800,4845 POPLAR LEVEL RD,WATTERSON PARK      ,KY,40213,,2/7/2013 16:46,38.171935,-85.684746
5898,14HV9235,BISHOP HEATING & COOLING,,2,Residential,Replacement,HVAC Permit,,0,125,1000,5408 DANNYBOY LN,LOUISVILLE          ,KY,40214,,8/18/2014 8:36,38.149541,-85.782363
5899,BL922618,BUENA VISTA CONSTRUCTION,,2,Residential,Addition,Building Permit,,662,50,50000,2036 TYLER LN,LOUISVILLE          ,KY,40205,,11/12/2014 8:22,38.215507,-85.680834
5900,352750,DFH COMPANY,,2,Residential,New,HVAC Permit,,0,75,8343,1611 NORRIS PL,LOUISVILLE          ,KY,40205,,1/31/2013 8:02,38.2271506,-85.7084512
5901,336178,JOHN WATERS ELECTRIC CO INC,,3,Multi-Family,New,HVAC Permit,,0,75,1000,2612 LANGDON DR,LOUISVILLE          ,KY,40241,,7/24/2012 10:02,38.284355,-85.581902
5902,355863,LARRY ALLEN HEATING AIR,,2,Residential,New,HVAC Permit,,0,75,2575,2715 FAYETTE AVE,LOUISVILLE          ,KY,40206,,3/11/2013 8:34,38.2523849,-85.692671
5903,361134,PRODUCTION HEATING & COOLING,,2,Residential,New,HVAC Permit,,0,75,6000,7918 NATURE WAY,LOUISVILLE          ,KY,40218,,5/3/2013 15:39,38.188228,-85.618018
5904,BL942086,STEVEN B CLINE GARAGES,,5,Other,Miscellaneous,Building Permit,,624,68,10000,8304 SILVER BELL AVE,LOUISVILLE          ,KY,40228,,5/22/2015 11:23,38.4051863,-85.405547
5905,360213,STONELAKE HOMES LLC,,5,Other,Foundation,Building Permit,,1666,50,15000,8105 GLASER LN,LOUISVILLE          ,KY,40291,,4/24/2013 12:23,38.144656,-85.610442
5906,14HV1759,FOUR SEASONS HVAC,,2,Residential,Replacement,HVAC Permit,,0,75,2800,2834 ROCKHAVEN AVE,LOUISVILLE          ,KY,40220,,1/28/2014 9:23,38.225471,-85.628159
5907,14RH1015,GETTLER SHEET METAL CO INC,,1,Commercial,Suppressed,Range Hood Permit,,0,75,4000,4000 DUPONT CIR,ST MATTHEWS         ,KY,40207,,3/26/2014 9:04,38.23214,-85.631308
5908,359476,COLLINS ELECTRIC OF KY LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,100,6535 PARAMOUNT PARK DR,LOUISVILLE          ,KY,40213,,4/17/2013 16:47,38.1550889,-85.712134
5909,59014,CONVENIENT ELECTRICAL COMPANY,,2,Residential,Emergency Repair,Electrical Permit,,0,40,150,4113 W BROADWAY ,LOUISVILLE          ,KY,40211,,3/29/2005 9:46,38.250724,-85.820581
5910,360660,OEFFINGER CRONE HEAT COOL INC,,2,Residential,New,HVAC Permit,,0,75,7000,9704 INDEPENDENCE SCHOOL RD,LOUISVILLE          ,KY,40291,,4/30/2013 9:09,38.100935,-85.585271
5911,13HV8792,C & L HEATING AC INC,,3,Multi-Family,Replacement,HVAC Permit,,0,75,1390,7329 ST ANDREWS CHURCH RD,LOUISVILLE          ,KY,40214,,1/2/2014 8:04,38.154129,-85.803284
5912,HV919082,DADS MECHANICAL SERVICE,,1,Commercial,Replacement,HVAC Permit,,0,225,12436,1620 ANDERSON ST,LOUISVILLE          ,KY,40210,,10/8/2014 12:44,38.24728,-85.7792931
5913,13BL1237,"PULTE HOMES,LLC",,2,Residential,New,Building Permit,,2957,221,2957,13102 CAIN LN,LOUISVILLE          ,KY,40245,,6/14/2013 12:00,38.2949,-85.514778
5914,FS938816,KENTUCKIANA SPRINKLER CO INC,,1,Commercial,Single System Repair,Fire Suppression Permit,,0,50,2000,13425 EASTPOINT CENTRE DR,LOUISVILLE          ,KY,40223,,6/5/2015 9:56,38.28031,-85.510623
5915,14HV1048,A & I HEATING & AIR,,2,Residential,Replacement,HVAC Permit,,0,75,2000,3203 HARTLAGE CT,LOUISVILLE          ,KY,40216,,1/8/2014 11:19,38.199596,-85.833162
5916,360951,ACCU-TEMP HEATING & AIR CONDIT,,2,Residential,New,HVAC Permit,,0,75,3875,10405 GOING CT,LOUISVILLE          ,KY,40241,,5/17/2013 7:49,38.3098389,-85.557717
5917,14BL1657,GEORGE & YOLANDA MONTGOMERY,,2,Residential,Addition,Building Permit,,576,50,15000,5301 ALBA WAY,LOUISVILLE          ,KY,40213,,3/10/2014 8:24,38.175471,-85.67297
5918,BL939929,"IH OF KY, INC.",,2,Residential,New,Building Permit,,2710,203,151672,17112 CREEK VISTA CT,LOUISVILLE          ,KY,40245,,5/5/2015 11:08,38.2410934,-85.452039
5919,BL939929,"IH OF KY, INC.",,2,Residential,New,Building Permit,,2710,206,151672,17112 CREEK VISTA CT,LOUISVILLE          ,KY,40245,,5/5/2015 11:08,38.2410934,-85.452039
5920,BL939929,"IH OF KY, INC.",,2,Residential,New,Building Permit,,2710,793,151672,17112 CREEK VISTA CT,LOUISVILLE          ,KY,40245,,5/5/2015 11:08,38.2410934,-85.452039
5921,355689,Gemini Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,35,1100,11708 AUTUMN FOREST CT,LOUISVILLE          ,KY,40229,,3/7/2013 11:23,38.094217,-85.689746
5922,355689,Gemini Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,1100,11708 AUTUMN FOREST CT,LOUISVILLE          ,KY,40229,,3/7/2013 11:23,38.094217,-85.689746
5923,14HV6262,KEN J BUEHNER HEATING AC,,2,Residential,Replacement,HVAC Permit,,0,75,2700,2700 BRADFORD GROVE LN,LOUISVILLE          ,KY,40220,,6/9/2014 15:56,38.209623,-85.618898
5924,BL936167,HUNTER & ASSOCIATES CONST CO I,,2,Residential,Renovation - Alter - Repair,Building Permit,,200,50,38000,8503 BOST LN,LOUISVILLE          ,KY,40219,,3/30/2015 10:04,38.127774,-85.69505
5925,13BL5798,JASON ORTHOBER BUILDER LLC,,2,Residential,New,Building Permit,,4460,334,370000,12503 OAKLAND HILLS TRL,LOUISVILLE          ,KY,40291,,10/31/2013 10:27,38.084852,-85.548243
5926,14BL4244,D T PERKINS LLC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,914,118,40000,3944 BARDSTOWN RD,LOUISVILLE          ,KY,40218,,9/5/2014 12:04,38.1935604,-85.6501613
5927,13HV2443,A N Roth Company,,1,Commercial,Replacement,HVAC Permit,,0,150,10000,2500 GRIFFITHS AVE,LOUISVILLE          ,KY,40212,,6/27/2013 9:15,38.2660161,-85.78991
5928,14HV2522,ALL ABOUT YOU HEATING & AIR LL,,2,Residential,Replacement,HVAC Permit,,0,75,1800,3512 FINCASTLE RD,LOUISVILLE          ,KY,40213,,2/19/2014 13:14,38.205129,-85.717155
5929,HV916473,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,,0,75,500,3505 RIDGE TOP CT,LOUISVILLE          ,KY,40241,,9/24/2014 9:46,38.301831,-85.618478
5930,BL925566,BRINER DEVELOPMENT LLC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,12000,1560,240000,9911 SHELBYVILLE RD,LOUISVILLE          ,KY,40223,,12/19/2014 9:38,38.24654,-85.571693
5931,13BL1265,JOHN EVERAGE,,2,Residential,Renovation - Alter - Repair,Building Permit,,1143,85,12000,3216 ROCK CREEK DR,LOUISVILLE          ,KY,40207,,6/11/2013 11:40,38.244473,-85.665044
5932,BL935996,RTS BUILDERS LLC,,2,Residential,New,Building Permit,,1752,131,30000,6228 VALLEY FOREST DR,LOUISVILLE          ,KY,40219,,4/3/2015 15:23,38.159329,-85.683273
5933,BL935996,RTS BUILDERS LLC,,2,Residential,New,Building Permit,,1752,131,30000,6228 VALLEY FOREST DR,LOUISVILLE          ,KY,40219,,4/3/2015 15:23,38.159329,-85.683273
5934,340845,ALBERT E FIORINI,,2,Residential,New,HVAC Permit,,0,75,2000,6001 HACKNEY COACH DR,INDIAN HILLS        ,KY,40207,,9/9/2012 11:03,38.27771,-85.640877
5935,359277,WEBER HEATING & A/C INC,,2,Residential,New,HVAC Permit,,0,75,4500,3603 BROWNSBORO RD,LOUISVILLE          ,KY,40207,,4/17/2013 8:09,38.264552,-85.671451
5936,FP917757,31 W INSULATION COMPANY INC,,2,Residential,Solid,Fireplace Permit,,0,35,1200,3037 CRYSTAL WATERS WAY,LOUISVILLE          ,KY,40299,,10/13/2014 15:02,38.1975217,-85.5238786
5937,350903,PAUL DAVIS SYSTEMS OF LOUISVIL,,2,Residential,Renovation - Alter - Repair,Building Permit,,207,50,14127,1515 VALLEY BROOK RD,GRAYMOOR/DEVONDALE  ,KY,40222,,1/7/2013 15:46,38.268745,-85.606444
5938,HV925215,VINSON HEATING AIR,,2,Residential,Replacement,HVAC Permit,,0,75,486,2313 W JEFFERSON ST,LOUISVILLE          ,KY,40212,,12/1/2014 11:18,38.2577969,-85.789727
5939,14BL2982,SUPERIOR BUILDERS INC,,2,Residential,New,Building Permit,,2543,500,220000,3037 CRYSTAL WATERS WAY,LOUISVILLE          ,KY,40299,,6/6/2014 16:09,38.1975217,-85.5238786
5940,14BL2982,SUPERIOR BUILDERS INC,,2,Residential,New,Building Permit,,2543,190,220000,3037 CRYSTAL WATERS WAY,LOUISVILLE          ,KY,40299,,6/6/2014 16:09,38.1975217,-85.5238786
5941,354751,VULCAN FIRE SYSTEMS INC,,1,Commercial,Modify,Fire Detection Permit,,67039,250,1,2401 STANLEY GAULT PKY,LOUISVILLE          ,KY,40223,,2/25/2013 10:31,38.27375,-85.513321
5942,35760,"S & J Electric Services, LLC",,2,Residential,Temporary Service Pole,Electrical Permit,,0,40,350,6715 ELMCROFT CIR,LOUISVILLE          ,KY,40241,,8/27/2004 16:05,38.314201,-85.620951
5943,62146,"S & J Electric Services, LLC",,2,Residential,New,Electrical Permit,,0,30,8000,6715 ELMCROFT CIR,LOUISVILLE          ,KY,40241,,4/22/2005 12:34,38.314201,-85.620951
5944,62146,"S & J Electric Services, LLC",,2,Residential,New,Electrical Permit,,0,130,8000,6715 ELMCROFT CIR,LOUISVILLE          ,KY,40241,,4/22/2005 12:34,38.314201,-85.620951
5945,13BL4446,CLASSIC BUILDINGS,,5,Other,New,Building Permit,,400,50,8000,2114 MILLSIDE DR,LYNDON              ,KY,40223,,8/2/2013 13:28,38.276657,-85.576921
5946,14SI1101,SIGNARAMA DIXIE,,1,Commercial,On Premises Sign,Sign Permit,,0,62,1,5310 BARDSTOWN RD,LOUISVILLE          ,KY,40291,,3/6/2014 13:14,38.1684814,-85.6045587
5947,FS936033,SHAMBAUGH & SON CONTRACTORS,,4,Industrial,Single System Repair,Fire Suppression Permit,,0,50,10000,2501 EXPORT DR,LOUISVILLE          ,KY,40219,,3/27/2015 11:52,38.2526647,-85.7584557
5948,FS935167,SHAMBAUGH & SON CONTRACTORS,,4,Industrial,Single System New Construction,Fire Suppression Permit,,666718,1401,700000,2501 EXPORT DR,LOUISVILLE          ,KY,40219,,4/1/2015 11:25,38.2526647,-85.7584557
5949,FD934537,PROTECTION ONE ALARM MONITOR,,1,Commercial,New,Fire Detection Permit,,622718,1370,300000,2501 EXPORT DR,LOUISVILLE          ,KY,40219,,5/18/2015 12:25,38.2526647,-85.7584557
5950,361024,"ADAMS CONSTRUCTION SERVICES, I",,2,Residential,Addition,Building Permit,,420,31,29000,5105 OLDE CREEK WAY,PROSPECT            ,KY,40059,,5/2/2013 12:26,38.324907,-85.616469
5951,361024,"ADAMS CONSTRUCTION SERVICES, I",,2,Residential,Addition,Building Permit,,420,18,29000,5105 OLDE CREEK WAY,PROSPECT            ,KY,40059,,5/2/2013 12:26,38.324907,-85.616469
5952,13EL1072,D & S ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,800,5105 OLDE CREEK WAY,PROSPECT            ,KY,40059,,5/28/2013 14:46,38.324907,-85.616469
5953,353420,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,,0,75,2000,3914 LEES LN,LOUISVILLE          ,KY,40216,,2/15/2013 10:27,38.1899159,-85.868955
5954,HV921456,PIERCE HEATING AIR COND INC,,2,Residential,Replacement,HVAC Permit,,0,75,1700,12206 LEDGES DR,MIDDLETOWN          ,KY,40243,,10/28/2014 9:08,38.23384,-85.529754
5955,13HV6938,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,,0,75,500,6810 WINDHAM PKY,PROSPECT            ,KY,40059,,10/30/2013 9:29,38.348502,-85.618742
5956,EL926771,BFS CONTRACTORS,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,1800,7400 BLUFFINGTON RD,LOUISVILLE          ,KY,40291,,12/15/2014 14:40,38.162902,-85.622061
5957,14BL1674,PAUL DAVIS SYSTEMS OF LOUISVIL,,2,Residential,Renovation - Alter - Repair,Building Permit,,380,50,35000,9010 JOHN PAUL CT,LOUISVILLE          ,KY,40229,,3/10/2014 16:28,38.118156,-85.636196
5958,363295,PAYNE ELECTRIC COMPANY INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,300,7801 ALFRED SCHLATTER DR,LOUISVILLE          ,KY,40214,,5/22/2013 14:53,38.1495537,-85.8191728
5959,359817,POE COMPANIES LLC,,1,Commercial,New,Building Permit,,1848,203,1,10909 PRESTON GARDENS CT,LOUISVILLE          ,KY,40229,,4/26/2013 15:20,38.1043281,-85.6702343
5960,355096,POE COMPANIES LLC,,1,Commercial,New,Building Permit,,27435,6000,750000,10909 PRESTON GARDENS CT,LOUISVILLE          ,KY,40229,,4/26/2013 15:20,38.1043281,-85.6702343
5961,355096,POE COMPANIES LLC,,1,Commercial,New,Building Permit,,27435,3566,750000,10909 PRESTON GARDENS CT,LOUISVILLE          ,KY,40229,,4/26/2013 15:20,38.1043281,-85.6702343
5962,350991,UNIVERSAL INSTALLATIONS INC,,2,Residential,New,HVAC Permit,,0,75,2995,14606 GOLDEN LEAF PL,LOUISVILLE          ,KY,40245,,1/17/2013 8:20,38.258642,-85.484154
5963,350750,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,,0,75,1000,3323 GOLDSMITH LN,LOUISVILLE          ,KY,40220,,2/14/2013 7:56,38.21135,-85.654644
5964,290689,LIMESTONE BUILDERS INC,,1,Commercial,New,Building Permit,,2982,223,275000,10723 MEETING ST,LOUISVILLE          ,KY,40059,,2/25/2011 15:45,38.3254901,-85.5668165
5965,290690,LIMESTONE BUILDERS INC,,1,Commercial,New,Building Permit,,1031,86,1,10723 MEETING ST,LOUISVILLE          ,KY,40059,,2/25/2011 15:45,38.3254901,-85.5668165
5966,290690,LIMESTONE BUILDERS INC,,1,Commercial,New,Building Permit,,1031,35,1,10723 MEETING ST,LOUISVILLE          ,KY,40059,,2/25/2011 15:45,38.3254901,-85.5668165
5967,290689,LIMESTONE BUILDERS INC,,1,Commercial,New,Building Permit,,2982,35,275000,10723 MEETING ST,LOUISVILLE          ,KY,40059,,2/25/2011 15:45,38.3254901,-85.5668165
5968,13HV2902,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,,0,75,500,1614 ARLINGTON AVE,LOUISVILLE          ,KY,40206,,7/9/2013 17:03,38.254993,-85.718489
5969,SI933144,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,,0,179,15700,10211 WESTPORT RD,LOUISVILLE          ,KY,40241,,2/23/2015 14:41,38.29348,-85.562626
5970,14HV8061,SIMS HEATING AC COMPANY,,2,Residential,Replacement,HVAC Permit,,0,75,3250,5412 DEERING HEIGHTS DR,LOUISVILLE          ,KY,40272,,7/17/2014 15:15,38.087327,-85.864474
5971,HV931618,BISHOP HEATING & COOLING,,2,Residential,Replacement,HVAC Permit,,0,75,1300,4518 BREWSTER AVE,LOUISVILLE          ,KY,40211,,2/4/2015 9:09,38.248287,-85.828354
5972,349329,ELDER HEATING AC,,1,Commercial,New,HVAC Permit,,0,150,6389,4000 BARDSTOWN RD,LOUISVILLE          ,KY,40218,,12/12/2012 16:14,38.192762,-85.649176
5973,353961,BRADY ELECTRIC INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,,2114,25,10000,10285 CHAMPION FARMS DR,LOUISVILLE          ,KY,40241,,2/15/2013 8:14,38.2969289,-85.5629444
5974,353961,BRADY ELECTRIC INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,,2114,70,10000,10285 CHAMPION FARMS DR,LOUISVILLE          ,KY,40241,,2/15/2013 8:14,38.2969289,-85.5629444
5975,353961,BRADY ELECTRIC INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,,2114,50,10000,10285 CHAMPION FARMS DR,LOUISVILLE          ,KY,40241,,2/15/2013 8:14,38.2969289,-85.5629444
5976,13SI1246,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,,0,50,1700,10285 CHAMPION FARMS DR,LOUISVILLE          ,KY,40241,,12/9/2013 10:29,38.2969289,-85.5629444
5977,68072,ICON PROPERTIES LLC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,1200,72,48000,10285 CHAMPION FARMS DR,LOUISVILLE          ,KY,40241,,6/3/2005 16:32,38.2969289,-85.5629444
5978,26859,KITCHEN CRAFTERS,,2,Residential,New,Building Permit,,576,30,35000,12300 FOREST SCHOOL LN,ANCHORAGE           ,KY,40223,,6/23/2004 13:00,38.270599,-85.526611
5979,26863,KITCHEN CRAFTERS,,2,Residential,Addition,Building Permit,,2282,136,215000,12300 FOREST SCHOOL LN,ANCHORAGE           ,KY,40223,,6/23/2004 13:00,38.270599,-85.526611
5980,353241,POE COMPANIES LLC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,2114,274,35000,10285 CHAMPION FARMS DR,LOUISVILLE          ,KY,40241,,2/11/2013 15:11,38.2969289,-85.5629444
5981,13HV5011,METRO 1 HEATING & COOLING,,2,Residential,Replacement,HVAC Permit,,0,75,2600,5009 RURAL WAY,LOUISVILLE          ,KY,40218,,8/30/2013 12:14,38.171937,-85.668981
5982,350523,PROJECT HEATING,,2,Residential,New,HVAC Permit,,0,75,1800,9008 SPRUCE TREE PL,LYNDON              ,KY,40242,,1/4/2013 12:07,38.2617379,-85.5866504
5983,178980,ALVEY ELECTRIC PLUS INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,30,1000,3509 W BROADWAY ,LOUISVILLE          ,KY,40211,,11/8/2007 14:10,38.250337,-85.810583
5984,178980,ALVEY ELECTRIC PLUS INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,40,1000,3509 W BROADWAY ,LOUISVILLE          ,KY,40211,,11/8/2007 14:10,38.250337,-85.810583
5985,BL940826,BELFOR USA GROUP,,2,Residential,Renovation - Alter - Repair,Building Permit,,3000,225,65000,8905 AYRSHIRE AVE,HURSTBOURNE         ,KY,40222,,5/12/2015 10:10,38.232418,-85.586563
5986,EL933978,K R ELECTRIC COMPANY,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,100,8000,8905 AYRSHIRE AVE,HURSTBOURNE         ,KY,40222,,3/4/2015 10:40,38.232418,-85.586563
5987,EL933978,K R ELECTRIC COMPANY,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,100,8000,8905 AYRSHIRE AVE,HURSTBOURNE         ,KY,40222,,3/4/2015 10:40,38.232418,-85.586563
5988,EL933978,K R ELECTRIC COMPANY,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,8000,8905 AYRSHIRE AVE,HURSTBOURNE         ,KY,40222,,3/4/2015 10:40,38.232418,-85.586563
5989,14HV9729,MURPHY HEATING AND COOLING,,1,Commercial,Replacement,HVAC Permit,,0,150,4500,6201 PRESTON HWY,LOUISVILLE          ,KY,40219,,8/29/2014 14:04,38.16082,-85.69696
5990,362968,PRUDENTIAL HVAC,,2,Residential,New,HVAC Permit,,0,75,1,8905 AYRSHIRE AVE,HURSTBOURNE         ,KY,40222,,5/21/2013 10:28,38.232418,-85.586563
5991,340735,ALL AMERICA POOL CO PAT OBRYAN,,2,Residential,Addition,Building Permit,,364,26,25000,10527 BLACK IRON RD,LOUISVILLE          ,KY,40291,,9/7/2012 9:33,38.120689,-85.563583
5992,340735,ALL AMERICA POOL CO PAT OBRYAN,,2,Residential,Addition,Building Permit,,364,23,25000,10527 BLACK IRON RD,LOUISVILLE          ,KY,40291,,9/7/2012 9:33,38.120689,-85.563583
5993,SI932230,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,,0,50,5800,4208 BISHOP LN,WATTERSON PARK      ,KY,40218,,2/12/2015 14:42,38.2008163,-85.6859584
